Issue Key,Title,Link,Labels,Project ID,Project Key,Project Name,Status,Resolution,GitHub Project Link
HDDS-9263,Intermittent error in TestOzoneManagerHAMetadataOnly#testAllVolumeOperations,https://issues.apache.org/jira/browse/HDDS-9263,,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-9436,Intermittent failure in TestOzoneSnapshotRestore#testUnorderedDeletion,https://issues.apache.org/jira/browse/HDDS-9436,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-9434,Intermittent failure in TestSnapshotDiffManager#testLoadJobsOnStartUp,https://issues.apache.org/jira/browse/HDDS-9434,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-9429,Intermittent error in TestOzoneManagerHAMetadataOnly#testAllVolumeOperations,https://issues.apache.org/jira/browse/HDDS-9429,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
PHOENIX-7096,ParallelPhoenixConnectionTest still fails intermittently,https://issues.apache.org/jira/browse/PHOENIX-7096,,12315120,PHOENIX,Phoenix,Open,,https://github.com/apache/phoenix
HDDS-9249,Intermittent failure in TestRootCARotationManager#testPostProcessingCheck,https://issues.apache.org/jira/browse/HDDS-9249,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-9247,TestKeyManagerImpl .testListStatusWithDeletedEntriesInCache fails intermittently,https://issues.apache.org/jira/browse/HDDS-9247,,12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
HDDS-6645,Intermittent timeout in TestOzoneFileSystem#testTrash,https://issues.apache.org/jira/browse/HDDS-6645,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-6644,Intermittent failure in TestOzoneManagerHAMetadataOnly#testReadRequest,https://issues.apache.org/jira/browse/HDDS-6644,,12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
HDDS-6646,Intermittent failure in TestOzoneFileSystem#testRenameToTrashEnabled,https://issues.apache.org/jira/browse/HDDS-6646,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-6627,Intermittent failure in TestGetCommittedBlockLengthAndPutKey#tesGetCommittedBlockLength,https://issues.apache.org/jira/browse/HDDS-6627,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-6823,Intermittent failure in TestOzoneECClient#testExcludeOnDNMixed,https://issues.apache.org/jira/browse/HDDS-6823,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
NIFI-10063,Intermittent test failure in RemoteProcessGroupIT,https://issues.apache.org/jira/browse/NIFI-10063,,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
HDDS-7983,Intermittent OutOfMemoryError in TestOzoneRpcClientWithRatis#testUploadWithStreamAndMemoryMappedBuffer,https://issues.apache.org/jira/browse/HDDS-7983,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
RATIS-1794,Intermittent failure in PreAppendLeaderStepDownTest#testLeaderStepDown,https://issues.apache.org/jira/browse/RATIS-1794,,12320820,RATIS,Ratis,Resolved,Fixed,https://github.com/apache/ratis
HDDS-6477,Intermittent failure in TestOzoneManagerHAMetadataOnly#testListVolumes,https://issues.apache.org/jira/browse/HDDS-6477,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
KARAF-7359,Intermittently occuring unconsumed input,https://issues.apache.org/jira/browse/KARAF-7359,,12311140,KARAF,Karaf,Open,,https://github.com/apache/karaf
HDDS-6469,Intermittent failure in TestOzoneManagerHAWithData#testOMRestart,https://issues.apache.org/jira/browse/HDDS-6469,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Duplicate,https://github.com/apache/apache ozone
YARN-6437,TestSignalContainer#testSignalRequestDeliveryToNM fails intermittently,https://issues.apache.org/jira/browse/YARN-6437,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
AMBARI-17153,org.apache.ambari.server.state.cluster.ClusterTest.testTransitionNonReportableHost fails intermittently on trunk.,https://issues.apache.org/jira/browse/AMBARI-17153,,12312020,AMBARI,Ambari,Open,,https://github.com/apache/ambari
AMBARI-17227,org.apache.ambari.server.state.cluster.ClusterTest.testTransitionNonReportableHost fails intermittently on trunk.,https://issues.apache.org/jira/browse/AMBARI-17227,,12312020,AMBARI,Ambari,Resolved,Fixed,https://github.com/apache/ambari
CB-13306,"Intermittent ""container modification errors"" ",https://issues.apache.org/jira/browse/CB-13306,,12312420,CB,Apache Cordova,Closed,Incomplete,https://github.com/apache/apache cordova
KAFKA-5821,Intermittent test failure in SaslPlainSslEndToEndAuthorizationTest.testAcls,https://issues.apache.org/jira/browse/KAFKA-5821,,12311720,KAFKA,Kafka,Resolved,Cannot Reproduce,https://github.com/apache/kafka
HDFS-10498,Intermittent test failure org.apache.hadoop.hdfs.server.namenode.snapshot.TestSnapshotFileLength.testSnapshotfileLength,https://issues.apache.org/jira/browse/HDFS-10498,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
HDFS-10497,Intermittent test failure org.apache.hadoop.hdfs.TestAsyncHDFSWithHA.testAsyncWithHAFailover,https://issues.apache.org/jira/browse/HDFS-10497,,12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
LENS-1235,Intermittent Test Failure TestCubeRewriter.testMaxCoveringFact,https://issues.apache.org/jira/browse/LENS-1235,,12315923,LENS,Apache Lens (Retired),Open,,https://github.com/apache/apache lens (retired)
LENS-1234,Intermittent Test Failure TestEventService.testSesionHandleEvent ,https://issues.apache.org/jira/browse/LENS-1234,,12315923,LENS,Apache Lens (Retired),Open,,https://github.com/apache/apache lens (retired)
YARN-4989,TestWorkPreservingRMRestart#testCapacitySchedulerRecovery fails intermittently ,https://issues.apache.org/jira/browse/YARN-4989,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
FLINK-3745,TimestampITCase testWatermarkPropagationNoFinalWatermarkOnStop failing intermittently,https://issues.apache.org/jira/browse/FLINK-3745,test-stability,12315522,FLINK,Flink,Closed,Fixed,https://github.com/apache/flink
NIFI-1668,Intermittent Test Failure for TestProcessorLifecycle,https://issues.apache.org/jira/browse/NIFI-1668,,12316020,NIFI,Apache NiFi,Resolved,Fixed,https://github.com/apache/apache nifi
TS-4306,Intermittent assertion in regression tests,https://issues.apache.org/jira/browse/TS-4306,crash,12310963,TS,Traffic Server,Open,,https://github.com/apache/traffic server
BROOKLYN-239,Intermittent failing test:  AutoScalerPolicyNoMoreMachinesTest.testPoolHotSensorResizingBeyondMaxMachines,https://issues.apache.org/jira/browse/BROOKLYN-239,,12315421,BROOKLYN,Brooklyn,Open,,https://github.com/apache/brooklyn
HDFS-9950,TestDecommissioningStatus fails intermittently in trunk,https://issues.apache.org/jira/browse/HDFS-9950,,12310942,HDFS,Hadoop HDFS,Resolved,Duplicate,https://github.com/apache/hadoop hdfs
YARN-4812,TestFairScheduler#testContinuousScheduling fails intermittently,https://issues.apache.org/jira/browse/YARN-4812,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
HDFS-12495,TestPendingInvalidateBlock#testPendingDeleteUnknownBlocks fails intermittently,https://issues.apache.org/jira/browse/HDFS-12495,flaky-test,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
HDFS-11136,TestDataNodeLifeline#testNoLifelineSentIfHeartbeatsOnTime Fails intermittently ,https://issues.apache.org/jira/browse/HDFS-11136,,12310942,HDFS,Hadoop HDFS,Resolved,Duplicate,https://github.com/apache/hadoop hdfs
YARN-5857,TestLogAggregationService.testFixedSizeThreadPool fails intermittently on trunk,https://issues.apache.org/jira/browse/YARN-5857,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
MAPREDUCE-6802,TestKill.testKillJob() fails intermittently on Power,https://issues.apache.org/jira/browse/MAPREDUCE-6802,,12310941,MAPREDUCE,Hadoop Map/Reduce,Resolved,Duplicate,https://github.com/apache/hadoop map/reduce
HDFS-11107,TestStartup#testStorageBlockContentsStaleAfterNNRestart fails intermittently,https://issues.apache.org/jira/browse/HDFS-11107,"flaky-test, pull-request-available, unit-test",12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
HDFS-11101,TestDFSShell#testMoveWithTargetPortEmpty fails intermittently,https://issues.apache.org/jira/browse/HDFS-11101,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
HDFS-11446,TestMaintenanceState#testWithNNAndDNRestart fails intermittently,https://issues.apache.org/jira/browse/HDFS-11446,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
KAFKA-4265,Intermittent test failure ReplicationQuotasTest.shouldBootstrapTwoBrokersWithFollowerThrottle,https://issues.apache.org/jira/browse/KAFKA-4265,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
HDFS-10879,TestEncryptionZonesWithKMS#testReadWrite fails intermittently,https://issues.apache.org/jira/browse/HDFS-10879,test,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
HDFS-12189,TestPread#testPreadFailureWithChangedBlockLocations fails intermittently,https://issues.apache.org/jira/browse/HDFS-12189,,12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
HDFS-12188,TestDecommissioningStatus#testDecommissionStatus fails intermittently,https://issues.apache.org/jira/browse/HDFS-12188,pull-request-available,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
GEODE-2546,RollingUpgradeDUnitTest fails intermittently with ClusterConfigurationNotAvailableException,https://issues.apache.org/jira/browse/GEODE-2546,Flaky,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
YARN-6273,TestAMRMClient#testAllocationWithBlacklist fails intermittently,https://issues.apache.org/jira/browse/YARN-6273,,12313722,YARN,Hadoop YARN,Open,,https://github.com/apache/hadoop yarn
FLUME-3062,testBatchTime UT fails intermittently,https://issues.apache.org/jira/browse/FLUME-3062,,12311321,FLUME,Flume,Open,,https://github.com/apache/flume
FLUME-3061,testBatchTimeout UT fails intermittently,https://issues.apache.org/jira/browse/FLUME-3061,,12311321,FLUME,Flume,Open,,https://github.com/apache/flume
GEODE-175,ClientServerTransactionDUnitTest.testExpirySuspend_bug45984 fails intermittently,https://issues.apache.org/jira/browse/GEODE-175,,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
GEODE-152,MemberMBeanAttributesDUnitTest.testOSAttributes fails intermittently with NullPointerException,https://issues.apache.org/jira/browse/GEODE-152,,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
GEODE-179,DistributedNoAckRegionCCEOffHeapDUnitTest.testEntryTtlDestroyEvent intermittent assertion falure,https://issues.apache.org/jira/browse/GEODE-179,,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
LENS-688,Assert on driverQuery fails intermittently,https://issues.apache.org/jira/browse/LENS-688,,12315923,LENS,Apache Lens (Retired),Closed,Fixed,https://github.com/apache/apache lens (retired)
HIVE-11269,Intermittent bug with kryo serializers,https://issues.apache.org/jira/browse/HIVE-11269,,12310843,HIVE,Hive,Open,,https://github.com/apache/hive
YARN-4038,TestContainerAllocation fails intermittently in trunk,https://issues.apache.org/jira/browse/YARN-4038,,12313722,YARN,Hadoop YARN,Open,,https://github.com/apache/hadoop yarn
HDFS-8915,TestFSNamesystem.testFSLockGetWaiterCount fails intermittently in jenkins,https://issues.apache.org/jira/browse/HDFS-8915,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
GEODE-385,TXExpiryJUnitTest fails intermittently with RegionDestroyedException,https://issues.apache.org/jira/browse/GEODE-385,,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
LENS-822,TestCubeRewriter.testCubeWhereQueryWithMultipleTables is failing  intermittently on jenkins,https://issues.apache.org/jira/browse/LENS-822,,12315923,LENS,Apache Lens (Retired),Resolved,Cannot Reproduce,https://github.com/apache/apache lens (retired)
SPARK-8946,Intermittent SnappyCompressionCodec.<init> IllegalArgumentException,https://issues.apache.org/jira/browse/SPARK-8946,bulk-closed,12315420,SPARK,Spark,Resolved,Incomplete,https://github.com/apache/spark
FALCON-1251,FeedEvictor UT fails intermittently,https://issues.apache.org/jira/browse/FALCON-1251,,12314429,FALCON,Falcon,Resolved,Fixed,https://github.com/apache/falcon
SCM-121,Intermittent CVS test failures,https://issues.apache.org/jira/browse/SCM-121,,12317828,SCM,Maven SCM,Closed,Won't Fix,https://github.com/apache/maven scm
CASSANDRA-9487,CommitLogTest hangs intermittently in 2.0,https://issues.apache.org/jira/browse/CASSANDRA-9487,,12310865,CASSANDRA,Cassandra,Resolved,Fixed,https://github.com/apache/cassandra
CONTINUUM-2315,Intermittent double builds in projects,https://issues.apache.org/jira/browse/CONTINUUM-2315,,12316921,CONTINUUM,Continuum,Closed,Fixed,https://github.com/apache/continuum
HADOOP-14472,Azure: TestReadAndSeekPageBlobAfterWrite fails intermittently,https://issues.apache.org/jira/browse/HADOOP-14472,,12310240,HADOOP,Hadoop Common,Resolved,Fixed,https://github.com/apache/hadoop common
GEODE-2904,PRTXJUnitTest testEntryNotFound failing intermittently,https://issues.apache.org/jira/browse/GEODE-2904,,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
GEODE-2903,FreeListOffHeapRegionJUnitTest testLocalPersistentCompressed failing intermittently,https://issues.apache.org/jira/browse/GEODE-2903,,12318420,GEODE,Geode,Closed,Duplicate,https://github.com/apache/geode
RATIS-85,TestNotLeaderExceptionWithHadoopRpc and TestRaftReconfigurationWithHadoopRpc fail intermittently,https://issues.apache.org/jira/browse/RATIS-85,,12320820,RATIS,Ratis,Resolved,Fixed,https://github.com/apache/ratis
YARN-4202,TestYarnClient#testReservationAPIs fails intermittently,https://issues.apache.org/jira/browse/YARN-4202,,12313722,YARN,Hadoop YARN,Open,,https://github.com/apache/hadoop yarn
CXF-7051,RequestResponseTest.testRequestTopicResponseStaticQueue intermittently failed with java9,https://issues.apache.org/jira/browse/CXF-7051,,12310511,CXF,CXF,Closed,Fixed,https://github.com/apache/cxf
CB-11050,XHR tests failing intermittently,https://issues.apache.org/jira/browse/CB-11050,"found-by-ci, ios, triaged, windows",12312420,CB,Apache Cordova,Closed,Cannot Reproduce,https://github.com/apache/apache cordova
SM-2883,Intermittent test failures in CamelDrools5ExamplesTest,https://issues.apache.org/jira/browse/SM-2883,,12311206,SM,ServiceMix,Closed,Fixed,https://github.com/apache/servicemix
YARN-5343,TestContinuousScheduling#testSortedNodes fails intermittently,https://issues.apache.org/jira/browse/YARN-5343,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
HDFS-10644,TestDFSUpgradeWithHA#testRollbackWithJournalNodes fails intermittently,https://issues.apache.org/jira/browse/HDFS-10644,,12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
HDFS-10642,TestLazyPersistReplicaRecovery#testDnRestartWithSavedReplicas fails intermittently,https://issues.apache.org/jira/browse/HDFS-10642,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
YARN-5349,TestWorkPreservingRMRestart#testUAMRecoveryOnRMWorkPreservingRestart  fail intermittently,https://issues.apache.org/jira/browse/YARN-5349,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
HDFS-15204,TestRetryCacheWithHA testRemoveCacheDescriptor fails intermittently,https://issues.apache.org/jira/browse/HDFS-15204,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
HDDS-3827,Intermittent failure in TestKeyManagerUnit#listMultipartUploads,https://issues.apache.org/jira/browse/HDDS-3827,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HUDI-1547,CI intermittent failure: TestJsonStringToHoodieRecordMapFunction.testMapFunction ,https://issues.apache.org/jira/browse/HUDI-1547,"pull-request-available, user-support-issues",12322822,HUDI,Apache Hudi,Closed,Fixed,https://github.com/apache/apache hudi
HDFS-15126,TestDatanodeRegistration#testForcedRegistration fails intermittently,https://issues.apache.org/jira/browse/HDFS-15126,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
HDDS-2919,Intermittent failure in TestRDBStore#testRocksDBKeyMayExistApi,https://issues.apache.org/jira/browse/HDDS-2919,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
CALCITE-3750,Intermittent failures in PigRelBuilderStyleTest: ConcurrentModificationException,https://issues.apache.org/jira/browse/CALCITE-3750,,12315524,CALCITE,Calcite,Open,,https://github.com/apache/calcite
GEODE-7700,AbstractExecutorGroupJUnitTest lockOwnerThreadStackIsReported failing intermittently,https://issues.apache.org/jira/browse/GEODE-7700,flaky,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
HDFS-15864,TestFsDatasetImpl#testDnRestartWithHardLink fails intermittently,https://issues.apache.org/jira/browse/HDFS-15864,flaky-test,12310942,HDFS,Hadoop HDFS,Resolved,Duplicate,https://github.com/apache/hadoop hdfs
HDFS-15888,TestStandbyCheckpoints#testCheckpointBeforeNameNodeInitializationIsComplete fails intermittently,https://issues.apache.org/jira/browse/HDFS-15888,flaky-test,12310942,HDFS,Hadoop HDFS,Open,,https://github.com/apache/hadoop hdfs
HDDS-2644,TestTableCacheImpl#testPartialTableCacheWithOverrideAndDelete fails intermittently,https://issues.apache.org/jira/browse/HDDS-2644,TriagePending,12321922,HDDS,Apache Ozone,Resolved,Cannot Reproduce,https://github.com/apache/apache ozone
HDDS-2649,TestOzoneManagerHttpServer#testHttpPolicy fails intermittently,https://issues.apache.org/jira/browse/HDDS-2649,TriagePending,12321922,HDDS,Apache Ozone,Resolved,Cannot Reproduce,https://github.com/apache/apache ozone
GEODE-7586,RemoteGfManagerAgentTest intermittently fails with NullPointerException,https://issues.apache.org/jira/browse/GEODE-7586,flaky,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
YARN-10268,TestFederationInterceptor#testRecoverWithoutAMRMProxyHA fails intermittently.,https://issues.apache.org/jira/browse/YARN-10268,,12313722,YARN,Hadoop YARN,Patch Available,,https://github.com/apache/hadoop yarn
GEODE-6537,ClearTXLockingDUnitTest.testPutWithClearDifferentVM fails intermittently with NullPointerException,https://issues.apache.org/jira/browse/GEODE-6537,,12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
RATIS-506,ServerRestartTests.testRestartCommitIndex may fail intermittently,https://issues.apache.org/jira/browse/RATIS-506,,12320820,RATIS,Ratis,Resolved,Fixed,https://github.com/apache/ratis
YARN-9843,Test TestAMSimulator.testAMSimulator fails intermittently.,https://issues.apache.org/jira/browse/YARN-9843,,12313722,YARN,Hadoop YARN,Open,,https://github.com/apache/hadoop yarn
HDDS-2263,Intermittent failure in TestOzoneContainer#testContainerCreateDiskFull,https://issues.apache.org/jira/browse/HDDS-2263,,12321922,HDDS,Apache Ozone,Resolved,Cannot Reproduce,https://github.com/apache/apache ozone
GEODE-7211,RollingUpgradeQueryReturnsCorrectResultsAfterServersRollOverOnPersistentPartitionRegion fails intermittently with ClusterConfigurationNotAvailableException,https://issues.apache.org/jira/browse/GEODE-7211,flaky,12318420,GEODE,Geode,Open,,https://github.com/apache/geode
HUDI-257,Unit tests intermittently failing ,https://issues.apache.org/jira/browse/HUDI-257,pull-request-available,12322822,HUDI,Apache Hudi,Closed,Fixed,https://github.com/apache/apache hudi
OAK-8039,Intermittent test failure of CompactionAndCleanupIT.testMixedSegments,https://issues.apache.org/jira/browse/OAK-8039,TarMK,12313221,OAK,Jackrabbit Oak,Resolved,Duplicate,https://github.com/apache/jackrabbit oak
HDDS-1046,TestCloseContainerByPipeline#testIfCloseContainerCommandHandlerIsInvoked fails intermittently,https://issues.apache.org/jira/browse/HDDS-1046,newbie,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
GEODE-7118,RestartOfMemberDistributedTest fails intermittently in precheckin,https://issues.apache.org/jira/browse/GEODE-7118,flaky,12318420,GEODE,Geode,Reopened,Fixed,https://github.com/apache/geode
KAFKA-8827,kafka brokers intermittent traffic,https://issues.apache.org/jira/browse/KAFKA-8827,,12311720,KAFKA,Kafka,Resolved,Fixed,https://github.com/apache/kafka
HADOOP-16442,Intermittent failure of ITestS3GuardToolDynamoDB#testDynamoDBInitDestroyCycle,https://issues.apache.org/jira/browse/HADOOP-16442,,12310240,HADOOP,Hadoop Common,Resolved,Won't Fix,https://github.com/apache/hadoop common
HIVE-21994,Intermittent failure of TestTxnCommandsWithSplitUpdateAndVectorization#testNonAcidToAcidConversion01,https://issues.apache.org/jira/browse/HIVE-21994,,12310843,HIVE,Hive,Open,,https://github.com/apache/hive
GEODE-7173,PersistentPartitionedRegionDistributedTest.missingDiskStoreCanBeRevokedBeforeStartingServer fails intermittently with NullPointerException,https://issues.apache.org/jira/browse/GEODE-7173,,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
HADOOP-16406,ITestDynamoDBMetadataStore.testProvisionTable times out intermittently,https://issues.apache.org/jira/browse/HADOOP-16406,,12310240,HADOOP,Hadoop Common,Resolved,Fixed,https://github.com/apache/hadoop common
GEODE-6935,RegionExpirationIntegrationTest#increaseRegionTtl fails intermittently,https://issues.apache.org/jira/browse/GEODE-6935,,12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
IMPALA-7870,TestAutomaticCatalogInvalidation.test_v1_catalog intermittently fails,https://issues.apache.org/jira/browse/IMPALA-7870,broken-build,12321021,IMPALA,IMPALA,Resolved,Fixed,https://github.com/apache/impala
GEODE-6171,CI: ShowDeadlockOverHttpDUnitTest failed intermittently,https://issues.apache.org/jira/browse/GEODE-6171,flaky,12318420,GEODE,Geode,Resolved,Duplicate,https://github.com/apache/geode
HDDS-4113,Intermittent failure in TestSCMSafeModeManager#testPipelinesNotCreatedUntilPreCheckPasses,https://issues.apache.org/jira/browse/HDDS-4113,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
METRON-1814,ZKConfigurationsCacheIntegrationTest.validateUpdate Intermittent Test Failure,https://issues.apache.org/jira/browse/METRON-1814,test-failure,12319323,METRON,Metron (Retired),To Do,,https://github.com/apache/metron (retired)
GEODE-5782,LauncherMemberMXBeanIntegrationTest can fail intermittently,https://issues.apache.org/jira/browse/GEODE-5782,,12318420,GEODE,Geode,Closed,Fixed,https://github.com/apache/geode
HIVE-20706,external_jdbc_table2.q failing intermittently,https://issues.apache.org/jira/browse/HIVE-20706,,12310843,HIVE,Hive,Closed,Fixed,https://github.com/apache/hive
METRON-2077,Intermittent ElasticsearchIndexingIntegrationTest IndexingIntegrationTest.test failure,https://issues.apache.org/jira/browse/METRON-2077,test-failure,12319323,METRON,Metron (Retired),To Do,,https://github.com/apache/metron (retired)
HDDS-1343,TestNodeFailure times out intermittently,https://issues.apache.org/jira/browse/HDDS-1343,TriagePending,12321922,HDDS,Apache Ozone,Resolved,Cannot Reproduce,https://github.com/apache/apache ozone
HDFS-13179,TestLazyPersistReplicaRecovery#testDnRestartWithSavedReplicas fails intermittently,https://issues.apache.org/jira/browse/HDFS-13179,,12310942,HDFS,Hadoop HDFS,Resolved,Fixed,https://github.com/apache/hadoop hdfs
METRON-1331,ZKConfigurationsCacheIntegrationTest.validateBaseWrite Intermittent Test Failure,https://issues.apache.org/jira/browse/METRON-1331,,12319323,METRON,Metron (Retired),To Do,,https://github.com/apache/metron (retired)
YARN-7529,TestYarnNativeServices#testRecoverComponentsAfterRMRestart() fails intermittently,https://issues.apache.org/jira/browse/YARN-7529,,12313722,YARN,Hadoop YARN,Resolved,Fixed,https://github.com/apache/hadoop yarn
KAFKA-6228,Intermittent test failure in FetchRequestTest.testDownConversionWithConnectionFailure,https://issues.apache.org/jira/browse/KAFKA-6228,,12311720,KAFKA,Kafka,Resolved,Cannot Reproduce,https://github.com/apache/kafka
HDDS-8900,Intermittent failure in TestSecretKeysApi#testSecretKeyApiSuccess,https://issues.apache.org/jira/browse/HDDS-8900,,12321922,HDDS,Apache Ozone,Resolved,Cannot Reproduce,https://github.com/apache/apache ozone
HDDS-8908,Intermittent failure in TestBlockDeletion#testBlockDeletion,https://issues.apache.org/jira/browse/HDDS-8908,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-8942,Intermittent failure in ITestOzoneContractCreate#testSyncable,https://issues.apache.org/jira/browse/HDDS-8942,,12321922,HDDS,Apache Ozone,Open,,https://github.com/apache/apache ozone
HDDS-8880,Intermittent fork timeout in TestOMRatisSnapshots,https://issues.apache.org/jira/browse/HDDS-8880,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-8877,Intermittent failure in TestOzoneFileSystem#testListStatusOnKeyNameContainDelimiter,https://issues.apache.org/jira/browse/HDDS-8877,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-9029,Intermittent failure in TestOMSnapshotDAG#testDAGReconstruction,https://issues.apache.org/jira/browse/HDDS-9029,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Cannot Reproduce,https://github.com/apache/apache ozone
HDDS-9023,Intermittent failure in TestSnapshotDeletingService#testSnapshotWithFSO,https://issues.apache.org/jira/browse/HDDS-9023,,12321922,HDDS,Apache Ozone,Open,,https://github.com/apache/apache ozone
HDDS-8622,Intermittent failure in TestSecureOzoneCluster#testDelegationTokenRenewCrossCertificateRenew,https://issues.apache.org/jira/browse/HDDS-8622,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-8470,Intermittent failure in TestStorageContainerManager#testContainerReportQueueTakingMoreTime,https://issues.apache.org/jira/browse/HDDS-8470,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-8492,Intermittent timeout in TestStorageContainerManager#testBlockDeletionTransactions,https://issues.apache.org/jira/browse/HDDS-8492,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-8818,[disabled] Intermittent timeout in TestManagedSstFileReader,https://issues.apache.org/jira/browse/HDDS-8818,,12321922,HDDS,Apache Ozone,Open,,https://github.com/apache/apache ozone
HDDS-8681,Intermittent failure in TestOMDbCheckpointServlet#testWriteDbDataToStream,https://issues.apache.org/jira/browse/HDDS-8681,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
HDDS-8714,Intermittent timeout in TestScmHAFinalization#testFinalizationWithRestart,https://issues.apache.org/jira/browse/HDDS-8714,,12321922,HDDS,Apache Ozone,Open,,https://github.com/apache/apache ozone
HDDS-8493,Intermittent timeout in TestDecommissionAndMaintenance#testSCMHandlesRestartForMaintenanceNode,https://issues.apache.org/jira/browse/HDDS-8493,pull-request-available,12321922,HDDS,Apache Ozone,Resolved,Fixed,https://github.com/apache/apache ozone
