repo,sha,module,category,test,polluter,strategy,java,order_result,alone_result,observed,verdict,label_agrees,logs,note
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testLookup,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testLookup,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testMkdir,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testMkdir,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testPathconf,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testPathconf,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRead,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRead,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testReaddir,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testReaddir,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testReaddirplus,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testReaddirplus,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testReadlink,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testReadlink,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRemove,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRemove,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRename,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRename,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRmdir,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testRmdir,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testSetattr,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testSetattr,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testSymlink,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testSymlink,
https://github.com/apache/hadoop,cc2babc1f75c93bf89a8f10da525f944c15d02ea,hadoop-hdfs-project/hadoop-hdfs-nfs,OD-Vic,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testWrite,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/571a55450367ce80/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testWrite,
https://github.com/apache/hadoop,a585a73c3e02ac62350c136643a5e7f6095a3dbb,hadoop-hdfs-project/hadoop-hdfs-nfs,OD,org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testEncryptedReadWrite,org.apache.hadoop.hdfs.nfs.nfs3.TestDFSClientCache.testGetUserGroupInformationSecure,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/d7d81f954c445891/org.apache.hadoop.hdfs.nfs.nfs3.TestRpcProgramNfs3.testEncryptedReadWrite,
https://github.com/apache/shenyu,10375c5204c67f9889235f19fe2d6e8eb0438a5a,shenyu-client/shenyu-client-http/shenyu-client-springmvc,OD,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testNormalBeanProcess,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testOnApplicationEvent,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/aa54d2678d43f3f3/org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testNormalBeanProcess,
https://github.com/apache/shenyu,10375c5204c67f9889235f19fe2d6e8eb0438a5a,shenyu-client/shenyu-client-http/shenyu-client-springmvc,OD,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testOnApplicationEventError,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testOnApplicationEvent,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/aa54d2678d43f3f3/org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testOnApplicationEventError,
https://github.com/apache/shenyu,10375c5204c67f9889235f19fe2d6e8eb0438a5a,shenyu-client/shenyu-client-http/shenyu-client-springmvc,OD,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testShenyuBeanProcess,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testOnApplicationEvent,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/aa54d2678d43f3f3/org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testShenyuBeanProcess,
https://github.com/apache/shenyu,10375c5204c67f9889235f19fe2d6e8eb0438a5a,shenyu-client/shenyu-client-http/shenyu-client-springmvc,OD,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testWithShenyuClientAnnotation,org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testOnApplicationEvent,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/aa54d2678d43f3f3/org.apache.shenyu.client.springmvc.init.SpringMvcClientEventListenerTest.testWithShenyuClientAnnotation,
https://github.com/apache/skywalking,edf0bce37f682c093d1ea5bcca0a6d2d1ecc2cc4,apm-commons/apm-datacarrier,OD,org.apache.skywalking.apm.commons.datacarrier.consumer.testConsumerMoreThanChannel,org.apache.skywalking.apm.commons.datacarrier.consumer.testConsumerLessThanChannel,flags,8,,,,INCONCLUSIVE,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/cd90585913295fbe/org.apache.skywalking.apm.commons.datacarrier.consumer.testConsumerMoreThanChannel,
https://github.com/Apache/Struts,13d9053050c9e4fb2ef049db6a37d3f6eebf48fa,plugins/portlet,OD-Vic,org.apache.struts2.portlet.dispatcher.Jsr168DispatcherTest.testProcessAction_ok,org.apache.struts2.portlet.dispatcher.Jsr168DispatcherTest.testModeChangeUsingPortletWidgets,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/5419100510ee645a/org.apache.struts2.portlet.dispatcher.Jsr168DispatcherTest.testProcessAction_ok,
https://github.com/Apache/Struts,13d9053050c9e4fb2ef049db6a37d3f6eebf48fa,plugins/portlet,OD-Vic,org.apache.struts2.portlet.dispatcher.Jsr168DispatcherTest.testRender_ok,org.apache.struts2.portlet.dispatcher.Jsr168DispatcherTest.testModeChangeUsingPortletWidgets,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/5419100510ee645a/org.apache.struts2.portlet.dispatcher.Jsr168DispatcherTest.testRender_ok,
https://github.com/Apache/Struts,13d9053050c9e4fb2ef049db6a37d3f6eebf48fa,plugins/portlet,OD-Vic,org.apache.struts2.portlet.dispatcher.Jsr286DispatcherTest.testProcessAction_ok,org.apache.struts2.portlet.dispatcher.Jsr286DispatcherTest.testModeChangeUsingPortletWidgets,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/5419100510ee645a/org.apache.struts2.portlet.dispatcher.Jsr286DispatcherTest.testProcessAction_ok,
https://github.com/Apache/Struts,13d9053050c9e4fb2ef049db6a37d3f6eebf48fa,plugins/portlet,OD-Vic,org.apache.struts2.portlet.dispatcher.Jsr286DispatcherTest.testRender_ok,org.apache.struts2.portlet.dispatcher.Jsr286DispatcherTest.testModeChangeUsingPortletWidgets,flags,8,PASS,PASS,NO_DEP,NOT_REPRODUCED,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/5419100510ee645a/org.apache.struts2.portlet.dispatcher.Jsr286DispatcherTest.testRender_ok,
https://github.com/ctco/cukes,b483e1a8f261b80a66291a42fc455256b0b5059c,cukes-http,OD-Vic,lv.ctco.cukes.http.facade.HttpAssertionFacadeImplTest.shouldReturnBodyWhenEnabledAndNoMax,HttpAssertionFacadeImplTest.shouldNotReturnBodyWhenEnabledButLongerThanMaxSize,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/ba83f9e7f3aa5a1d/lv.ctco.cukes.http.facade.HttpAssertionFacadeImplTest.shouldReturnBodyWhenEnabledAndNoMax,
https://github.com/dropwizard/dropwizard,07dfaed697427e208d65049f80a5d1949833b7cd,dropwizard-logging,OD-Vic,io.dropwizard.logging.DefaultLoggingFactoryPrintErrorMessagesTest.testLogbackStatusPrinterPrintStreamIsRestoredToSystemOut,ThrottlingAppenderWrapperTest.overThrottlingLimit,flags,8,,,,INCONCLUSIVE,,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/13269564bf4fa578/io.dropwizard.logging.DefaultLoggingFactoryPrintErrorMessagesTest.testLogbackStatusPrinterPrintStreamIsRestoredToSystemOut,
https://github.com/jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,OD,jnr.posix.NlLanginfoTest.testNlLanginfo,jnr.posix.EnvTest.testSetenvOverwrite,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9a61c219b253696b/jnr.posix.NlLanginfoTest.testNlLanginfo,
https://github.com/jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,OD,jnr.posix.SpawnTest.closeInput,jnr.posix.EnvTest.testSetenvOverwrite,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9a61c219b253696b/jnr.posix.SpawnTest.closeInput,
https://github.com/jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,OD,jnr.posix.SpawnTest.inputPipe,jnr.posix.EnvTest.testSetenvOverwrite,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9a61c219b253696b/jnr.posix.SpawnTest.inputPipe,
https://github.com/jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,OD,jnr.posix.SpawnTest.outputPipe,jnr.posix.EnvTest.testSetenvOverwrite,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9a61c219b253696b/jnr.posix.SpawnTest.outputPipe,
https://github.com/jnr/jnr-posix,dbda72ce198a8dd766c30c591d63d726d2a28a7c,.,OD,jnr.posix.SpawnTest.validPid,jnr.posix.EnvTest.testSetenvOverwrite,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9a61c219b253696b/jnr.posix.SpawnTest.validPid,
https://github.com/kubernetes-client/java,e19a0ecbc9af258c43b486843df139c8ec8f117e,spring,OD,io.kubernetes.client.spring.extended.controller.KubernetesInformerCreatorTest.testInformerInjection,io.kubernetes.client.spring.extended.controller.KubernetesReconcilerCreatorTest.testSimplePodController,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/14e6eadf75d1820f/io.kubernetes.client.spring.extended.controller.KubernetesInformerCreatorTest.testInformerInjection,
https://github.com/networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,consul,OD,com.networknt.consul.ConsulRegistryTest.discoverService,com.networknt.consul.ConsulRegistryTest.subAndUnsubService,flags,11,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/7a2dcc0e091334ff/com.networknt.consul.ConsulRegistryTest.discoverService,
https://github.com/networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,consul,OD,com.networknt.consul.ConsulRegistryTest.doRegisterAndAvailable,com.networknt.consul.ConsulRegistryTest.subAndUnsubService / com.networknt.consul.ConsulRegistryTest.discoverService,flags,11,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/7a2dcc0e091334ff/com.networknt.consul.ConsulRegistryTest.doRegisterAndAvailable,
https://github.com/networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,correlation,OD,com.networknt.correlation.CorrelationHandlerTest.testGetWithoutTid,com.networknt.correlation.CorrelationHandlerTest.testGetWithoutTidNoAutogen,flags,11,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/9fe36d5395d1e88b/com.networknt.correlation.CorrelationHandlerTest.testGetWithoutTid,
https://github.com/networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,portal-registry,OD,com.networknt.portal.registry.PortalRegistryTest.discoverService,com.networknt.portal.registry.PortalRegistryTest.subAndUnsubService,flags,11,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/fcfea1c64a8b229e/com.networknt.portal.registry.PortalRegistryTest.discoverService,
https://github.com/networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,portal-registry,OD,com.networknt.portal.registry.PortalRegistryTest.doRegisterAndAvailable,com.networknt.portal.registry.PortalRegistryTest.subAndUnsubService / com.networknt.portal.registry.PortalRegistryTest.discoverService,flags,11,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/fcfea1c64a8b229e/com.networknt.portal.registry.PortalRegistryTest.doRegisterAndAvailable,
https://github.com/networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,metrics,OD,io.dropwizard.metrics.SharedMetricRegistriesTest.hasASetOfNames,io.dropwizard.metrics.SharedMetricRegistriesTest.errorsWhenDefaultAlreadySet,flags,11,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/bc5520762a5261e3/io.dropwizard.metrics.SharedMetricRegistriesTest.hasASetOfNames,
https://github.com/networknt/light-4j,fcded1683dcbd41a968e221494778aa6b71e7428,metrics,OD,io.dropwizard.metrics.SharedMetricRegistriesTest.removesRegistries,io.dropwizard.metrics.SharedMetricRegistriesTest.errorsWhenDefaultAlreadySet,flags,11,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/bc5520762a5261e3/io.dropwizard.metrics.SharedMetricRegistriesTest.removesRegistries,
https://github.com/rrd4j/rrd4j,5e0c9c7e138167388721a0620b95526e89fd6059,.,OD-Vic,org.rrd4j.graph.FontTest.testClean,org.rrd4j.graph.FontTest.testExplicitURL,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/fcd0acc643732d9e/org.rrd4j.graph.FontTest.testClean,
https://github.com/tbsalling/aismessages,7b0c4c708b6bb9a6da3d5737bcad1857ade8a931,.,OD-Vic,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleFragmentedMessageReceived,NMEAMessageHandlerTest.canFlushEmpty / NMEAMessageHandlerTest.canFlushUnhandled,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/12797991be187c4c/dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleFragmentedMessageReceived,
https://github.com/tbsalling/aismessages,7b0c4c708b6bb9a6da3d5737bcad1857ade8a931,.,OD-Vic,dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleUnfragmentedMessageReceived,NMEAMessageHandlerTest.canFlushEmpty / NMEAMessageHandlerTest.canFlushUnhandled,flags,8,FAIL,PASS,VICTIM,REPRODUCED,yes,/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/12797991be187c4c/dk.tbsalling.aismessages.nmea.NMEAMessageHandlerTest.canHandleUnfragmentedMessageReceived,
https://github.com/yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,OD,io.jboot.test.cache.caffeine.CaffeineTester.testDue,io.jboot.test.cache.j2cache.J2CacheTester,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/2e25bcbad5fd502f/io.jboot.test.cache.caffeine.CaffeineTester.testDue,
https://github.com/yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,OD,io.jboot.test.cache.caffeine.CaffeineTester.testGet,io.jboot.test.cache.j2cache.J2CacheTester,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/2e25bcbad5fd502f/io.jboot.test.cache.caffeine.CaffeineTester.testGet,
https://github.com/yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,OD,io.jboot.test.cache.caffeine.CaffeineTester.testPut,io.jboot.test.cache.j2cache.J2CacheTester,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/2e25bcbad5fd502f/io.jboot.test.cache.caffeine.CaffeineTester.testPut,
https://github.com/yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,OD,io.jboot.test.cache.caffeine.CaffeineTester.testTtl,io.jboot.test.cache.j2cache.J2CacheTester,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/2e25bcbad5fd502f/io.jboot.test.cache.caffeine.CaffeineTester.testTtl,
https://github.com/yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,OD,io.jboot.test.cache.ehcache.EhCacheTester.testGet,io.jboot.test.cache.j2cache.J2CacheTester,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/2e25bcbad5fd502f/io.jboot.test.cache.ehcache.EhCacheTester.testGet,
https://github.com/yangfuhai/jboot,4bffb4dff4ce5190917491a1b68f79efbfe99650,.,OD,io.jboot.test.cache.ehcache.EhCacheTester.testPut,io.jboot.test.cache.j2cache.J2CacheTester,flags,8,FAIL,PASS,VICTIM,REPRODUCED,n/a (plain OD),/home/srafi/after-cam-ready/od_try/compilation_try_again/od_verify_logs/2e25bcbad5fd502f/io.jboot.test.cache.ehcache.EhCacheTester.testPut,
